일,캠페인 이름,광고 세트 이름,광고 이름,게재 상태,게재 수준,광고 세트 이름,기여 설정,결과 유형,결과,도달,노출,링크 클릭,지출 금액 (KRW),ThruPlay,결과당 비용,품질 순위,참여율 순위,전환율 순위,웹사이트 구매,웹사이트 문의,보고 시작,보고 종료
2026-05-29,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규3_260323_이미지교체,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,175,211,2,2401,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_ielts1.8months_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,3,3,3,,5,,1666.67,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,02_ieltsacdemy_trf (수도권),02-1_ieltsacdemy_trf_260326 (수도권),i-trf-freeleveltest-260326,active,ad,02-1_ieltsacdemy_trf_260326 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,2,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,02_ieltsacdemy_trf (수도권),02-1_ieltsacdemy_trf_260326 (수도권),i-trf-freeleveltest-260326,active,ad,02-1_ieltsacdemy_trf_260326 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,10,493,574,10,2490,,249,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_targetscore_plan_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,82,82,83,,94,,1146.34,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_targetscore_plan_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,132,132,132,1,142,,1075.76,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_ielts_instructor_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,,15,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_ielts_instructor_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,,8,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_ielts1.8months_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,12,12,13,,17,,1416.67,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_ielts1.8months_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,2,2,3,,3,,1500,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_ieltstiming_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,4,4,,44,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,02_ieltsacdemy_trf (수도권),02-6_ieltsacdemy_trf_260522 (수도권),i_trf_ielts_instructor_260522,active,ad,02-6_ieltsacdemy_trf_260522 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,6,6,,26,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_ieltstiming_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,130,145,,2557,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_junestart_benefits_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,13,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,02_ieltsacdemy_trf (수도권),02-5_ieltsacademy_trf_260521 (수도권),i_trf_junestart_benefits_260521,inactive,ad,02-5_ieltsacademy_trf_260521 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,16,16,,79,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_textbook_event_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,4,4,,69,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_textbook_event_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,10,11,,149,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_textbook_event_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,0,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_beforevacation_track_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,7,8,,38,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_beforevacation_track_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,212,255,3,2663,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_beforevacation_track_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,44,54,3,539,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_calendar_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,61,65,,913,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1171,1171,1287,1,1396,,1192.14,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_calendar_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,22,23,,631,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,02_ieltsacdemy_trf (수도권),02-5_ieltsacademy_trf_260521 (수도권),i_trf_june_ieltsstart_260521,inactive,ad,02-5_ieltsacademy_trf_260521 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,0,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,02_ieltsacdemy_trf (수도권),02-5_ieltsacademy_trf_260521 (수도권),i_trf_june_ieltsstart_260521,inactive,ad,02-5_ieltsacademy_trf_260521 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,24,25,,152,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,02_ieltsacdemy_trf (수도권),02-5_ieltsacademy_trf_260521 (수도권),i_trf_june_ieltsstart_260521,inactive,ad,02-5_ieltsacademy_trf_260521 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,5,375,419,5,1929,,385.8,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,2,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,7,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_ieltstiming_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,16,16,2,166,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,494,494,546,3,646,,1307.69,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,02_ieltsacdemy_trf (수도권),02-6_ieltsacdemy_trf_260522 (수도권),i_trf_targetscore_plan_260522,active,ad,02-6_ieltsacdemy_trf_260522 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,3,3,,23,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,5,5,5,,6,,1200,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,18,22,,185,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_ieltstiming_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,389,435,,5640,,,-,-,-,1,,2026-05-29,2026-05-29
2026-05-29,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,5,5,6,,7,,1400,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,1,7,7,,29,,29,-,-,-,,1,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,1,18,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,30,34,,299,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1322,1601,4,18132,14,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,14,16,,176,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,258,315,1,5036,2,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,1,723,861,5,17065,,17065,-,-,-,,1,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,2,2189,2642,15,33879,,16939.5,-,-,-,,2,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260521,inactive,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,60,66,1,701,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_sophiaT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,28,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_sophiaT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,7,7,,38,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_sophiaT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,38,41,,664,2,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,2,2,,5,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,25,30,,63,,,-,-,-,,,2026-05-29,2026-05-29
2026-05-29,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,13,658,812,13,3665,,281.92,-,-,-,,,2026-05-29,2026-05-29
2026-05-28,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_freetextbook_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,3,3,,71,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,8,8,,37,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,02_ieltsacdemy_trf (수도권),02-6_ieltsacdemy_trf_260522 (수도권),i_trf_ielts_instructor_260522,active,ad,02-6_ieltsacdemy_trf_260522 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,1,63,65,1,357,,357,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,A_cambridge20_251016,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,0,0,,0,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_completeness_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,540,603,2,6620,18,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_freetextbook_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,148,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_completeness_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,120,132,2,2081,6,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_completeness_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,4,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_completeness_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,3,3,,18,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,49,57,,847,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,2,3,,20,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_ieltstiming_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,5,5,,42,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,[어학원] NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,not_delivering,ad,전환(구매)_연령+관심사(유학+IELTS)_01,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 구매,,155,175,,1932,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,2,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,1,26,27,1,126,,126,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,2,,2000,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,2,2,2,,3,,1500,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,3,3,3,,2,,666.67,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,240,240,252,,285,,1187.5,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,687,687,717,1,743,,1081.51,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_ieltstiming_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,1,55,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,06_ieltsacademy_교재이벤트_cv (수도권),06-5_ieltsacademy_cv_260526 (수도권),i_cv_june_ieltstiming_260526,not_delivering,ad,06-5_ieltsacademy_cv_260526 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,68,78,3,1988,,,-,-,-,,,2026-05-28,2026-05-28
2026-05-28,02_ieltsacdemy_trf (수도권),02-6_ieltsacdemy_trf_260522 (수도권),i_trf_ieltsfirst_book_260522,active,ad,02-6_ieltsacdemy_trf_260522 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,5,354,379,5,1735,,347,-,-,-,,,2026-05-28,2026-05-28
